addr,assessVal,assessYear,baseExAmt,baseTaxAmt,lienAmt,block,lot,ward,ownerOcc,vacant,sqft,zoneCode,winBidAmt,winPremium,winAmtDue,winBidder,winBusinessNum
0935 SAINT PAUL ST,316400.0,2012,0.0,316400.0,325.48,0513,038,11,0,0,2593.67,O-R-3,153595.22,5407.0,5732.48,"PLUTO 2013, LLC",154.0
1001 SAINT PAUL ST UNIT 1A,35000.0,2012,0.0,35000.0,1425.84,0507,042,11,0,0,696.97,O-R-4,16585.08,517.0,1942.84,,89.0
1001 SAINT PAUL ST UNIT 5J,60000.0,2012,0.0,60000.0,856.38,0507,081,11,1,0,266.25,O-R-4,95133.17,14226.0,15082.38,"PLUTO 2013, LLC",154.0
1001 SAINT PAUL ST UNIT 6A,60000.0,2012,0.0,60000.0,392.99,0507,082,11,0,0,265.9,O-R-4,36239.51,2447.0,2839.99,,162.0
1101 SAINT PAUL ST UNIT 107,255000.0,2012,0.0,255000.0,441.72,0497,029,11,0,0,1277.2,O-R-4,138690.42,7338.0,7779.72,"PLUTO 2013, LLC",154.0
1101 SAINT PAUL ST UNIT 2102,160000.0,2012,0.0,160000.0,626.64,0497,251,11,0,0,848.6,O-R-4,116050.36,10410.0,11036.64,"PLUTO 2013, LLC",154.0
1101 SAINT PAUL ST UNIT 401,255000.0,2012,0.0,255000.0,2074.16,0497,058,11,1,0,1196.2,O-R-4,175340.0,14668.0,16742.16,,60.0
1120 SAINT PAUL ST UNIT 41,270000.0,2012,0.0,270000.0,17406.24,0496,014L,11,0,0,2711.0,O-R-4,147420.0,7884.0,25290.24,RAI CUSTODIAN,200.0
1129 SAINT PAUL ST,434200.0,2012,0.0,434200.0,3670.23,0497,001,11,1,0,3198.0,O-R-4,243590.0,13982.0,17652.23,,71.0
1202 SAINT PAUL ST,422900.0,2012,0.0,422900.0,1478.82,0484,002,11,0,0,2040.0,O-R-4,230726.0,12313.0,13791.82,,60.0
1304 SAINT PAUL ST,1380100.0,2012,0.0,1380100.0,3380.14,0466,019,11,0,0,13001.38,O-R-4,598982.0,9388.0,12768.14,,60.0
1710 SAINT PAUL ST,211400.0,2012,0.0,211400.0,670.7,0408,025,12,0,0,1800.0,O-R-3,140270.1,11142.0,11812.7,"PLUTO 2013, LLC",154.0
1727 SAINT PAUL ST,219700.0,2012,0.0,219700.0,1789.1,0409,028,12,1,0,1830.0,O-R-3,161550.71,14734.0,16523.1,"PLUTO 2013, LLC",154.0
1913 SAINT PAUL ST,201100.0,2012,201100.0,0.0,3081.4,3801,007,12,0,0,1615.0,O-R-2,86026.64,1117.0,4198.4,,89.0
1919 SAINT PAUL ST,254200.0,2012,0.0,254200.0,1608.96,3801,010,12,0,0,1599.17,O-R-2,167932.99,13250.0,14858.96,"PLUTO 2013, LLC",154.0
2127 SAINT PAUL ST,200000.0,2012,0.0,200000.0,13151.68,3811,033,12,0,0,2460.0,O-R-2,110866.0,6173.0,19324.68,,60.0
2225 SAINT PAUL ST,218600.0,2012,0.0,218600.0,5356.91,3818,013,12,0,0,2214.0,O-R-2,122000.0,6912.0,12268.91,,60.0
2406 SAINT PAUL ST,229200.0,2012,0.0,229200.0,10740.51,3830,021,12,0,1,1420.83,B-2-3,117081.04,5080.0,15820.51,,89.0
2414 SAINT PAUL ST,230400.0,2012,0.0,230400.0,9882.48,3830,017,12,0,0,1500.0,B-2-3,115531.82,4674.0,14556.48,,89.0
2418 SAINT PAUL ST,305500.0,2012,0.0,305500.0,8824.43,3830,015A,12,0,0,,B-2-3,155788.09,6717.0,15541.43,,89.0
2629 SAINT PAUL ST,311000.0,2012,0.0,311000.0,320.08,3839,028,12,1,0,1968.0,R-8,150986.68,5317.0,5637.08,"PLUTO 2013, LLC",154.0
2740 SAINT PAUL ST,250000.0,2012,0.0,250000.0,1437.02,3841,015,12,0,0,3250.67,R-8,159172.93,11834.0,13271.02,"PLUTO 2013, LLC",154.0
2829 SAINT PAUL ST,250000.0,2012,0.0,250000.0,42926.41,3849,032,12,0,0,2214.0,R-8,140000.0,8000.0,50926.41,"PARK & MENLO, LLC",196.0
2901 SAINT PAUL ST,282800.0,2012,0.0,282800.0,3769.45,3852,042,12,0,0,2214.0,R-8,138911.0,5158.0,8927.45,,60.0
2914 SAINT PAUL ST,303700.0,2012,0.0,303700.0,516.6,3851,006,12,0,0,3318.0,R-8,146246.0,4953.0,5469.6,,60.0
3002 SAINT PAUL ST,308400.0,2012,0.0,308400.0,1245.67,3860,022,12,0,0,3500.75,R-8,174653.61,10258.0,11503.67,"PLUTO 2013, LLC",154.0
3026 SAINT PAUL ST,339300.0,2012,0.0,339300.0,1244.47,3860,011,12,0,0,3316.5,R-8,195381.0,11932.0,13176.47,,60.0
3201 SAINT PAUL ST UNIT 215,250000.0,2012,0.0,250000.0,6930.88,3864,022G,12,0,0,1417.0,R-8,137500.0,7500.0,14430.88,,284.0
3806 SAINT PAUL ST,644000.0,2012,0.0,644000.0,1044.99,3719A,018,12,0,0,15065.42,R-1,322000.0,12880.0,13924.99,,284.0
4112 SAINT THOMAS AVE,90500.0,2012,0.0,90500.0,5692.77,5864,038,27,0,1,2933.33,R-5,,,,,
4116 SAINT THOMAS AVE,91700.0,2012,0.0,91700.0,1065.52,5864,040,27,0,0,2848.0,R-5,74355.0,7535.0,8600.52,,60.0
3618 SAINT VICTOR ST,80100.0,2012,0.0,80100.0,1084.71,7088,028,25,0,0,1018.39,R-6,33366.94,265.0,1349.71,,77.0
3828 SAINT VICTOR ST,81700.0,2012,0.0,81700.0,1077.09,7106,037,25,0,0,931.5,R-6,57190.0,4902.0,5979.09,,60.0
2510 SALEM ST,22000.0,2012,0.0,22000.0,4408.5,3408,120,13,0,1,792.0,R-8,,,,,
0507 SANFORD PL,30000.0,2012,0.0,30000.0,542.67,0298,099,14,1,0,1064.0,R-8,2000.0,0.0,542.67,,156.0
0541 SANFORD PL,30000.0,2012,0.0,30000.0,4885.05,0298,082,14,0,0,944.98,R-8,,,,,
4201-4203 SANNER AVE,202700.0,2012,0.0,202700.0,1115.31,5936A,006,26,0,0,18658.0,B-3-2,120516.0,7887.0,9002.31,,60.0
2817 SANTA FE AVE,28000.0,2012,0.0,28000.0,19125.54,3183A,020,15,0,1,1360.0,R-5,,,,,
1905 SAPP ST,4333.0,2012,0.0,4333.0,3204.1,4006,060,9,0,1,723.0,R-9,,,,,
1610 SARAH ANN ST,18350.0,2012,18350.0,0.0,313.28,0150,070,19,0,0,,R-8,7895.83,111.0,424.28,,77.0
0108 W SARATOGA ST,240400.0,2012,0.0,240400.0,7696.9,0579,017,4,0,0,3887.5,B-4-2,125456.42,5859.0,13555.9,,89.0
0208 W SARATOGA ST,259600.0,2012,0.0,259600.0,8491.63,0578,004,4,0,0,2100.0,B-4-2,136161.37,6464.0,14955.63,,89.0
0211 W SARATOGA ST,328800.0,2012,0.0,328800.0,867.14,0597,017,4,0,0,1500.0,B-4-2,162181.0,6132.0,6999.14,,60.0
0415 W SARATOGA ST,219500.0,2012,0.0,219500.0,1315.31,0595,023,4,0,0,3600.0,B-4-2,120815.0,6603.0,7918.31,,60.0
0421 W SARATOGA ST,162500.0,2012,0.0,162500.0,2530.16,0595,021,4,0,0,969.0,B-4-2,68500.0,700.0,3230.16,,281.0
0641 W SARATOGA ST,0.0,2012,0.0,0.0,43734.59,0589,029,4,0,0,,M-1-3,,,,,
1304 W SARATOGA ST,5000.0,2012,0.0,5000.0,6094.71,0153,046,19,0,1,1425.0,R-8,,,,,
1312 W SARATOGA ST,5000.0,2012,0.0,5000.0,1516.54,0153,042,19,0,1,1425.0,R-8,,,,,
1314 W SARATOGA ST,5000.0,2012,0.0,5000.0,457.74,0153,041,19,0,1,1425.0,R-8,,,,,
1404 W SARATOGA ST,45000.0,2012,0.0,45000.0,1171.16,0152,053,19,0,1,1586.85,R-8,2003.0,0.0,1171.16,,235.0
1610 W SARATOGA ST,25000.0,2012,0.0,25000.0,5408.12,0150,054,19,0,1,1920.0,R-8,,,,,
1624 W SARATOGA ST,65100.0,2012,0.0,65100.0,8064.87,0150,047,19,0,0,861.25,R-8,,,,,
1801 W SARATOGA ST,17000.0,2012,0.0,17000.0,8922.19,0163,059,20,0,0,1500.0,R-8,,,,,
1806 W SARATOGA ST,17000.0,2012,0.0,17000.0,755.4,0148,023,20,0,1,769.5,R-8,1033.0,0.0,755.4,,235.0
1818 W SARATOGA ST,3000.0,2012,0.0,3000.0,1022.12,0148,017,20,0,1,769.5,R-8,,,,,
1827 W SARATOGA ST,19000.0,2012,0.0,19000.0,7528.36,0163,046,20,0,1,1400.0,R-8,,,,,
1840 W SARATOGA ST,15000.0,2012,0.0,15000.0,6748.13,0148,006,20,0,0,1920.0,R-8,,,,,
1842 W SARATOGA ST,17000.0,2012,0.0,17000.0,6544.64,0148,005,20,0,0,1920.0,R-8,,,,,
1901 W SARATOGA ST,19000.0,2012,0.0,19000.0,2124.19,0162,096,20,0,1,1477.67,R-7,,,,,
1903 W SARATOGA ST,25000.0,2012,0.0,25000.0,2935.78,0162,095,20,0,1,1477.67,R-7,,,,,
1904 W SARATOGA ST,25000.0,2012,0.0,25000.0,1010.4,0147,057,20,0,0,1290.67,R-7,2808.0,0.0,1010.4,"DANE EQUITIES, LLC",179.0
1905 W SARATOGA ST,21000.0,2012,0.0,21000.0,13367.81,0162,094,20,0,1,1477.67,R-7,,,,,
1914 W SARATOGA ST,21000.0,2012,0.0,21000.0,1199.71,0147,052,20,0,1,1290.67,R-7,2033.0,0.0,1199.71,,235.0
1923 W SARATOGA ST,25000.0,2012,0.0,25000.0,5922.51,0162,085,20,1,0,1477.67,R-7,,,,,
2009 W SARATOGA ST,21000.0,2012,0.0,21000.0,629.24,0161,005,20,0,0,1411.67,R-7,2831.58,0.0,629.24,,34.0
2023 W SARATOGA ST,25000.0,2012,0.0,25000.0,4218.19,0161,012,20,0,0,1411.67,R-7,,,,,
2026 W SARATOGA ST,25000.0,2012,0.0,25000.0,1226.94,0146,026,20,1,0,1108.33,R-7,1322.0,0.0,1226.94,,235.0
2032 W SARATOGA ST,25000.0,2012,0.0,25000.0,5712.8,0146,023,20,0,1,1108.33,R-7,,,,,
2106 W SARATOGA ST,12000.0,2012,0.0,12000.0,1652.05,0145,024,20,0,0,1120.0,R-7,,,,,
2121 W SARATOGA ST,25000.0,2012,0.0,25000.0,2510.57,0160,011,20,0,0,1375.0,R-7,,,,,
2215 W SARATOGA ST,17000.0,2012,0.0,17000.0,736.99,0159A,031,20,0,1,1492.91,R-7,1303.0,0.0,736.99,"DANE EQUITIES, LLC",179.0
2219 W SARATOGA ST,36000.0,2012,0.0,36000.0,834.72,0159A,033,20,1,0,1492.91,R-7,3756.24,0.0,834.72,,34.0
3603 W SARATOGA ST,76700.0,2012,0.0,76700.0,5956.41,2299C,063,20,0,0,1120.0,R-6,7956.41,0.0,5956.41,,243.0
3608 W SARATOGA ST,77600.0,2012,0.0,77600.0,2183.83,2289,048,20,1,0,1260.0,R-6,52768.0,4345.0,6528.83,,60.0
3610 W SARATOGA ST,77600.0,2012,0.0,77600.0,2286.23,2289,049,20,1,0,1260.0,R-6,35184.98,829.0,3115.23,,89.0
3611 W SARATOGA ST,76200.0,2012,0.0,76200.0,1966.44,2299C,067,20,1,0,1120.0,R-6,51816.0,4267.0,6233.44,,60.0
1103 SARGEANT ST,85200.0,2012,0.0,85200.0,2568.26,0769,080,21,0,0,720.0,R-8,41011.45,1386.0,3954.26,,162.0
1107 SARGEANT ST,79000.0,2012,0.0,79000.0,6719.62,0769,078,21,0,1,705.0,R-8,15001.0,0.0,6719.62,,62.0
1116 SARGEANT ST,100300.0,2012,0.0,100300.0,1991.55,0769,009,21,0,0,1560.0,R-8,68204.0,5616.0,7607.55,,60.0
1178 SARGEANT ST,87300.0,2012,0.0,87300.0,2453.66,0769,040,21,0,0,1560.0,R-8,43703.12,1756.0,4209.66,,162.0
1220 SARGEANT ST,86433.0,2012,0.0,86433.0,2620.72,0768,097,21,0,1,780.0,R-8,20001.0,0.0,2620.72,,62.0
1252 SARGEANT ST,110900.0,2012,0.0,110900.0,6470.35,0768,110,21,0,0,780.0,R-8,25001.0,0.0,6470.35,,62.0
1266 SARGEANT ST,76800.0,2012,0.0,76800.0,3323.88,0768,117,21,0,0,780.0,R-8,18001.0,0.0,3323.88,,62.0
1269 SARGEANT ST,56567.0,2012,0.0,56567.0,1384.57,0768,124,21,0,0,700.0,R-8,34032.0,2281.0,3665.57,,60.0
1328 SARGEANT ST,77033.0,2012,0.0,77033.0,32950.67,0767,092,21,1,0,740.0,R-8,,,,,
1341 SARGEANT ST,77467.0,2012,0.0,77467.0,5575.38,0767,111,21,0,1,720.0,R-9,10001.0,0.0,5575.38,,62.0
0506 SAVAGE ST,127400.0,2012,0.0,127400.0,3477.95,6629A,028,26,0,0,1360.0,R-7,65200.0,2848.0,6325.95,,281.0
3102 SAVOY ST,103900.0,2012,0.0,103900.0,888.8,7530,001,25,0,0,,R-6,72730.0,6234.0,7122.8,,60.0
3116 SAVOY ST,134400.0,2012,0.0,134400.0,1055.84,7530,005,25,1,0,3014.17,R-6,97236.88,8695.0,9750.84,"PLUTO 2013, LLC",154.0
5204 SAYBROOK ROAD,112200.0,2012,0.0,112200.0,566.94,6042P,101,26,1,0,2285.97,R-6,91971.52,9418.0,9984.94,"PLUTO 2013, LLC",154.0
4947 SCHAUB AVE,103400.0,2012,0.0,103400.0,742.52,6047,059,26,0,0,3604.0,R-6,72380.0,6204.0,6946.52,,60.0
5021 SCHAUB AVE,126700.0,2012,0.0,126700.0,1901.49,6047,070,26,1,0,2221.33,R-6,128978.66,15659.0,17560.49,"PLUTO 2013, LLC",154.0
4507 SCHLEY AVE,130000.0,2012,0.0,130000.0,4244.47,5872,003,27,0,0,,R-4,59695.31,1539.0,5783.47,,89.0
0306 N SCHROEDER ST,6300.0,2012,6300.0,0.0,963.48,0156,050,18,0,0,1260.0,R-8,,,,,
0505 N SCHROEDER ST,102900.0,2012,0.0,102900.0,3922.8,0129,032,18,0,0,915.0,R-8,41720.4,112.0,4034.8,,213.0
0519 N SCHROEDER ST,36000.0,2012,0.0,36000.0,2260.81,0129,039,18,0,1,1297.5,R-8,,,,,
0520 N SCHROEDER ST,102900.0,2012,0.0,102900.0,3679.39,0128,064,18,0,1,737.33,R-8,,,,,
0524 N SCHROEDER ST,8100.0,2012,0.0,8100.0,3511.65,0128,066,18,0,1,858.19,R-8,,,,,
0623 N SCHROEDER ST,14100.0,2012,0.0,14100.0,439.34,0116,047,16,0,0,763.75,R-8,6689.46,209.0,648.34,,151.0
0629 N SCHROEDER ST,14100.0,2012,0.0,14100.0,1089.28,0116,044,16,1,0,1420.83,R-8,6455.49,163.0,1252.28,,151.0
0631 N SCHROEDER ST,14100.0,2012,0.0,14100.0,3746.86,0116,043,16,0,0,1430.0,R-8,,,,,
0034 S SCHROEDER ST,23000.0,2012,0.0,23000.0,806.11,0235,064,18,0,0,670.58,R-8,6019.4,0.0,806.11,,151.0
0109 S SCHROEDER ST,133000.0,2012,0.0,133000.0,1177.88,0252,062,18,1,0,670.83,R-8,94848.0,8329.0,9506.88,,60.0
0111 S SCHROEDER ST,27500.0,2012,0.0,27500.0,837.02,0252,061,18,0,0,693.19,R-8,7901.92,0.0,837.02,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
0606 SCOTT ST,144300.0,2012,0.0,144300.0,1057.48,0856A,004,21,1,0,1120.0,R-9,95111.0,7478.0,8535.48,,60.0
1134 SCOTT ST,95467.0,2012,0.0,95467.0,8479.07,0820,014,21,0,1,1536.0,R-9,48155.0,1993.0,10472.07,CONSTRUCTION FINANCE COMPANY LLC,160.0
1156 SCOTT ST,141700.0,2012,0.0,141700.0,4383.49,0820,025,21,0,0,564.0,R-9,83528.2,5369.0,9752.49,,162.0
1207 SCOTT ST,111733.0,2012,0.0,111733.0,4217.01,0938,052,21,1,0,1307.44,R-9,53658.0,1792.0,6009.01,,60.0
0509 SEAGULL AVE,100400.0,2012,0.0,100400.0,1695.11,7618,014,25,1,0,1260.0,R-6,109960.44,13960.0,15655.11,"PLUTO 2013, LLC",154.0
3029 SEAMON AVE,88800.0,2012,0.0,88800.0,2622.33,7612J,011,25,0,0,1440.0,R-6,42075.83,1311.0,3933.33,,213.0
6015 SEFTON AVE,139100.0,2012,0.0,139100.0,2823.72,5629,007B,27,1,0,4687.5,R-3,131925.44,15257.0,18080.72,"PLUTO 2013, LLC",154.0
6018 SEFTON AVE,138300.0,2012,0.0,138300.0,2626.4,5628,008,27,1,0,5952.0,R-3,85719.0,6079.0,8705.4,,60.0
6107 SEFTON AVE,146800.0,2012,0.0,146800.0,1092.61,5630,012,27,1,0,4612.5,R-3,103710.98,8998.0,10090.61,"PLUTO 2013, LLC",154.0
4203 SEIDEL AVE,95500.0,2012,0.0,95500.0,1799.79,5934A,005,26,0,0,1654.31,R-7,112310.9,14822.0,16621.79,"PLUTO 2013, LLC",154.0
4205 SEIDEL AVE,80200.0,2012,0.0,80200.0,2988.52,5934A,006,26,0,0,1628.92,R-7,41588.93,1901.0,4889.52,,213.0
4220 SEIDEL AVE,102200.0,2012,0.0,102200.0,2968.59,5934,046,26,0,0,1402.5,R-7,45859.77,995.0,3963.59,,34.0
4223 SEIDEL AVE,114600.0,2012,0.0,114600.0,2495.47,5934A,015,26,1,0,1494.58,R-7,77928.0,6417.0,8912.47,,60.0
4313 SEIDEL AVE,109900.0,2012,0.0,109900.0,3406.34,5933,037,26,0,1,1440.0,R-7,51202.0,1448.0,4854.34,,60.0
4349 SEIDEL AVE,94800.0,2012,0.0,94800.0,3801.76,5933,053,26,0,0,2028.0,R-7,7975.0,0.0,3801.76,,162.0
4365 SEIDEL AVE,86700.0,2012,0.0,86700.0,69367.46,5933,061,26,0,0,1183.0,R-7,,,,,
1210 SEMINOLE AVE,94700.0,2012,0.0,94700.0,980.11,2528C,101,28,0,0,2702.75,R-6,119290.51,16282.0,17262.11,"PLUTO 2013, LLC",154.0
4504 SEMINOLE AVE,60000.0,2012,0.0,101500.0,7269.14,7900A,003,28,0,0,15300.0,R-4,,,,,
4506 SEMINOLE AVE,152900.0,2012,0.0,152900.0,3383.27,7900A,004,28,1,0,,R-4,94218.0,6611.0,9994.27,,60.0
3117 SEQUOIA AVE,121000.0,2012,0.0,121000.0,2762.49,3120,043,15,1,0,1615.0,R-6,65319.82,3383.0,6145.49,,162.0
3118 SEQUOIA AVE,100300.0,2012,0.0,100300.0,1583.52,3100E,010,15,1,0,1615.0,R-6,105325.44,13041.0,14624.52,"PLUTO 2013, LLC",154.0
3209 SEQUOIA AVE,162600.0,2012,0.0,162600.0,1971.07,3118E,014,15,0,0,10507.5,R-3,146203.79,16232.0,18203.07,"PLUTO 2013, LLC",154.0
3232 SEQUOIA AVE,115100.0,2012,0.0,115100.0,1580.99,3100D,019,15,1,0,1995.0,R-6,53944.95,1580.0,3160.99,,213.0
3509 SEQUOIA AVE,230500.0,2012,0.0,230500.0,4387.2,3115,019,15,1,0,14014.0,R-1,142980.0,10156.0,14543.2,,60.0
3715 SEQUOIA AVE,116900.0,2012,0.0,116900.0,2834.33,2942,014,15,1,0,8450.0,R-2,55778.32,1803.0,4637.33,,213.0
3603 SEVEN MILE LANE,212400.0,2012,0.0,212400.0,2160.1,4218,018,27,0,0,,R-5,143317.13,11671.0,13831.1,"PLUTO 2013, LLC",154.0
3605 SEVEN MILE LANE,202300.0,2012,0.0,202300.0,1485.65,4218,017D,27,0,0,,R-5,142095.39,12235.0,13720.65,"PLUTO 2013, LLC",154.0
2210 SEVERN ST,8000.0,2012,0.0,8000.0,384.61,7892E,026,25,0,0,4000.0,M-3,,,,,
1518 SHADYSIDE ROAD,142700.0,2012,0.0,142700.0,5728.71,3970A,031,9,1,0,2804.33,R-5,92167.46,7017.0,12745.71,,162.0
1521 SHADYSIDE ROAD,128100.0,2012,0.0,128100.0,7844.99,3970B,032,9,0,0,2584.88,R-5,30170.04,0.0,7844.99,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
1532 SHADYSIDE ROAD,129700.0,2012,0.0,129700.0,1621.87,3970A,038,9,0,0,1920.0,R-5,118664.6,13356.0,14977.87,"PLUTO 2013, LLC",154.0
1618 SHADYSIDE ROAD,120700.0,2012,0.0,120700.0,1342.26,3970D,019,9,1,0,2000.0,R-5,95741.0,9492.0,10834.26,,60.0
1607 SHAKESPEARE ST,100.0,2012,100.0,0.0,313.28,1820,042A,2,0,0,263.72,R-8,,,,,
4236 SHAMROCK AVE,111400.0,2012,0.0,111400.0,2997.3,5928,019,26,1,0,2031.25,R-7,125534.87,16194.0,19191.3,"PLUTO 2013, LLC",154.0
4301 SHAMROCK AVE,107300.0,2012,0.0,107300.0,2923.81,5927,001,26,0,0,1651.96,R-7,60827.88,3581.0,6504.81,,162.0
4309 SHAMROCK AVE,109900.0,2012,0.0,109900.0,3540.81,5927,005,26,0,0,1638.53,R-7,65646.91,4337.0,7877.81,,162.0
4340 SHAMROCK AVE,111400.0,2012,0.0,111400.0,3577.85,5929,061,26,1,0,2120.62,R-7,52166.0,1521.0,5098.85,,60.0
4363 SHAMROCK AVE,105000.0,2012,0.0,105000.0,4083.2,5927,032,26,0,0,1665.39,R-7,50680.0,1736.0,5819.2,,60.0
4431 SHAMROCK AVE,101200.0,2012,0.0,101200.0,10282.08,6117,019,26,0,1,1734.32,R-6,,,,,
4527 SHAMROCK AVE,93600.0,2012,0.0,93600.0,1689.75,6121,014,26,1,0,1638.67,R-6,107019.73,13915.0,15604.75,"PLUTO 2013, LLC",154.0
4559 SHAMROCK AVE,88800.0,2012,0.0,88800.0,1355.76,6121,030,26,1,0,1699.47,R-6,91346.84,11165.0,12520.76,"PLUTO 2013, LLC",154.0
3203 SHANNON DR,128600.0,2012,0.0,128600.0,1149.41,5917,002,26,1,0,1760.0,R-7,98769.86,9465.0,10614.41,"PLUTO 2013, LLC",154.0
3245 SHANNON DR,139100.0,2012,0.0,139100.0,3842.19,5917,023,26,0,0,1926.25,R-7,62020.47,1276.0,5118.19,,34.0
3809 SHANNON DR,70000.0,2012,0.0,70000.0,1904.04,6111,005,26,0,0,1694.11,R-6,37520.2,1904.0,3808.04,,213.0
3913 SHANNON DR,107600.0,2012,0.0,107600.0,1067.62,6130,031,26,0,0,1680.0,R-6,60790.0,3550.0,4617.62,,60.0
4021 SHANNON DR,123400.0,2012,0.0,123400.0,1476.17,6133,030,26,1,0,1924.0,R-6,110145.03,12157.0,13633.17,"PLUTO 2013, LLC",154.0
4300 SHANNON DR,1695300.0,2012,0.0,1695300.0,47991.91,6195,007,26,0,0,,R-6-*,475004.0,0.0,47991.91,EMPIRE V MARYLAND PORTFOLIO LLC,161.0
1501 SHEFFIELD ROAD,132600.0,2012,0.0,132600.0,8604.09,3969,011,27,1,0,2244.75,R-5,105738.72,10539.0,19143.09,,162.0
1503 SHEFFIELD ROAD,124700.0,2012,0.0,124700.0,3644.75,3969,012,27,1,0,2366.83,R-5,87290.0,7482.0,11126.75,,60.0
1538 SHEFFIELD ROAD,127500.0,2012,0.0,127500.0,1878.43,3969A,061,27,1,0,2100.0,R-5,128349.1,15469.0,17347.43,"PLUTO 2013, LLC",154.0
3220 SHELBURNE ROAD,165300.0,2012,0.0,165300.0,5384.99,4203,020,27,0,0,4995.83,R-3,98370.76,6450.0,11834.99,,162.0
4233 SHELDON AVE,111500.0,2012,0.0,111500.0,3701.84,5928,044,26,1,0,1535.62,R-7,67273.2,4534.0,8235.84,,162.0
4237 SHELDON AVE,118900.0,2012,0.0,118900.0,13347.8,5928,046,26,1,1,1616.87,R-7,,,,,
4356 SHELDON AVE,101100.0,2012,0.0,101100.0,2349.27,5931,029,26,0,0,1860.0,R-7,68748.0,5661.0,8010.27,,60.0
4359 SHELDON AVE,105700.0,2012,0.0,105700.0,8825.48,5929,030,26,0,0,1982.5,R-7,96334.7,10810.0,19635.48,,162.0
0519 SHERIDAN AVE,26700.0,2012,0.0,26700.0,8007.82,5158,046,27,0,1,1260.0,R-6,,,,,
0527 SHERIDAN AVE,66000.0,2012,0.0,66000.0,2580.73,5158,049A,27,0,0,1260.0,R-6,34611.41,1642.0,4222.73,,213.0
0530 SHERIDAN AVE,72100.0,2012,0.0,72100.0,2717.69,5158,065,27,0,0,1652.06,R-6,38546.04,1941.0,4658.69,,213.0
0707 SHERIDAN AVE,76100.0,2012,0.0,76100.0,1356.64,5158A,087,27,1,0,1306.67,R-6,37437.57,1399.0,2755.64,,213.0
0819 SHERIDAN AVE,77800.0,2012,0.0,77800.0,2238.7,5158A,065,27,0,0,1814.17,R-6,38243.14,1424.0,3662.7,,213.0
1231 SHERIDAN AVE,140200.0,2012,0.0,140200.0,2328.18,5267J,331,27,1,0,3009.12,R-5,95336.0,7851.0,10179.18,,60.0
1110 SHERWOOD AVE,97600.0,2012,0.0,97600.0,302.68,5138A,395,27,0,0,4030.75,R-5,64181.39,5028.0,5330.68,"PLUTO 2013, LLC",154.0
1901 SHERWOOD AVE,1000.0,2012,0.0,1000.0,1643.06,4008,001,9,0,0,714.0,R-9,,,,,
1905 SHERWOOD AVE,4333.0,2012,0.0,4333.0,376.0,4008,003,9,0,1,714.0,R-9,,,,,
1908 SHERWOOD AVE,9000.0,2012,0.0,9000.0,341.25,4007,018,9,0,0,714.0,R-9,350.0,0.0,341.25,,238.0
1920 SHERWOOD AVE,12000.0,2012,0.0,12000.0,2012.29,4007,024,9,1,0,714.0,R-9,,,,,
1921 SHERWOOD AVE,1000.0,2012,0.0,1000.0,403.46,4008,011,9,0,0,714.0,R-9,,,,,
1927 SHERWOOD AVE,1000.0,2012,0.0,1000.0,403.46,4008,013A,9,0,0,1204.58,R-9,,,,,
1140 SHIELDS PL,8100.0,2012,0.0,8100.0,2488.16,0431,097,17,1,0,549.67,R-8,,,,,
2449-2455 SHIRLEY AVE,131600.0,2012,0.0,131600.0,6469.42,3342A,016,15,0,0,9606.67,R-6,92264.2,7924.0,14393.42,,162.0
2472 SHIRLEY AVE,70200.0,2012,0.0,70200.0,2026.67,3347,003,15,0,0,9462.5,R-6,35334.67,1450.0,3476.67,,162.0
2501 SHIRLEY AVE,28000.0,2012,0.0,28000.0,1225.63,3342,037,15,1,0,1684.03,R-6,3966.12,0.0,1225.63,,151.0
2507 SHIRLEY AVE,28000.0,2012,0.0,28000.0,17712.73,3342,040,15,0,1,2016.67,R-6,,,,,
2531 SHIRLEY AVE,28000.0,2012,0.0,28000.0,3046.85,3342,052,15,1,0,2400.0,R-6,3802.0,0.0,3046.85,"DANE EQUITIES, LLC",179.0
2535 SHIRLEY AVE,28000.0,2012,0.0,28000.0,3175.81,3342,054,15,0,0,2400.0,R-6,3220.0,0.0,3175.81,,151.0
2607 SHIRLEY AVE,3000.0,2012,0.0,3000.0,4585.65,3342,058,15,0,1,2200.0,R-6,,,,,
2610 SHIRLEY AVE,28000.0,2012,0.0,28000.0,10039.11,3345,006,15,0,1,8750.0,R-6,,,,,
2611 SHIRLEY AVE,28000.0,2012,0.0,28000.0,13320.22,3342,060,15,0,1,2200.0,R-6,,,,,
2613 SHIRLEY AVE,28000.0,2012,0.0,28000.0,35370.76,3342,061,15,0,1,2200.0,R-6,,,,,
0801 SHOWELL CT,94907.0,2012,0.0,94907.0,1776.16,1156,014,10,1,1,2047.5,R-8,64537.0,5314.0,7090.16,,60.0
0813 SHOWELL CT,94173.0,2012,0.0,94173.0,4608.58,1156,020,10,1,0,,R-8,,,,,
0817 SHOWELL CT,94307.0,2012,0.0,94307.0,1061.89,1156,022,10,0,0,1746.0,R-8,44359.61,1327.0,2388.89,,213.0
